,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingTime
559,560,1.0,4.0,3.0,36,No,Non-Travel,Research & Development,1,3,Medical,1,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,4,3,25929.897221
560,561,3.0,4.0,3.0,31,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,3,3,23222.189023
561,562,1.0,2.0,1.0,28,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,3,3,19955.444732
562,563,4.0,4.0,3.0,35,No,Travel_Frequently,Research & Development,9,2,Other,1,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,3,3,22651.049179
563,564,4.0,2.0,3.0,49,No,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,2,4,23606.24712
564,565,4.0,3.0,2.0,34,No,Travel_Frequently,Sales,9,1,Technical Degree,1,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,2,3,28364.609445
565,566,4.0,2.0,2.0,29,No,Travel_Frequently,Research & Development,1,4,Medical,1,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,1,3,22308.864697
566,567,2.0,4.0,3.0,42,No,Travel_Rarely,Sales,21,2,Life Sciences,1,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0,4,3,24216.14163
567,568,2.0,4.0,2.0,29,No,Travel_Rarely,Sales,4,2,Other,1,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,1,4,38258.418663
568,569,3.0,3.0,4.0,38,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0,2,3,22729.802678
569,570,3.0,3.0,3.0,28,No,Travel_Frequently,Sales,6,4,Life Sciences,1,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2,3,3,37274.562381
570,571,3.0,3.0,3.0,18,Yes,Non-Travel,Research & Development,2,4,Medical,1,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0,4,3,12233.911771
571,572,1.0,1.0,3.0,33,Yes,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,5,0,3,2,3,14744.100527
572,573,2.0,4.0,3.0,41,No,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,1,0,0,3,3,29438.907183
573,574,3.0,3.0,2.0,31,Yes,Travel_Frequently,Sales,10,3,Technical Degree,1,Female,1,Research Director,Married,53040,1.0,Y,17,8,0,2.0,3,2,2,2,4,3,24603.259047
574,575,3.0,4.0,3.0,37,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,,2,6,1,3,3,3,28222.795931
575,576,4.0,3.0,3.0,27,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,3,3,25299.750284
576,577,2.0,3.0,2.0,34,No,Travel_Rarely,Sales,1,1,Marketing,1,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3,3,3,24613.795074
577,578,3.0,3.0,1.0,35,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4,2,3,20022.994688
578,579,4.0,1.0,1.0,29,Yes,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,11,3,10,1,3,22847.659038
579,580,2.0,3.0,2.0,40,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,1,3,23518.630054
580,581,3.0,1.0,2.0,42,Yes,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14,1,3,26750.964355
581,582,2.0,1.0,4.0,42,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5,2,4,27195.493652
582,583,4.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7,3,4,24171.409779
583,584,4.0,2.0,3.0,24,No,Travel_Rarely,Sales,7,4,Life Sciences,1,Female,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,4,1,2,3,3,27519.862856
584,585,3.0,4.0,2.0,28,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,1,0,0,1,3,35844.11839
585,586,1.0,4.0,3.0,26,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7,3,4,19342.997336
586,587,3.0,,3.0,30,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4,3,3,26615.649187
587,588,3.0,4.0,1.0,40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0,3,4,34892.84609
588,589,3.0,2.0,4.0,35,No,Travel_Rarely,Research & Development,18,5,Medical,1,Female,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,7,6,4,3,3,23613.970309
589,590,4.0,1.0,3.0,34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9,3,3,25745.392405
590,591,4.0,4.0,4.0,35,No,Travel_Frequently,Research & Development,3,3,Medical,1,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2,3,3,27770.167692
591,592,1.0,3.0,2.0,43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,Female,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,4,1,3,3,3,6011.837285
592,593,3.0,1.0,3.0,32,No,Non-Travel,Research & Development,11,2,Other,1,Female,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,1,0,0,2,3,17132.380373
593,594,4.0,1.0,3.0,56,No,Travel_Rarely,Research & Development,3,2,Other,1,Male,2,Healthcare Representative,Divorced,44490,4.0,Y,15,8,0,28.0,3,5,4,2,1,3,14488.788389
594,595,2.0,4.0,3.0,29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8,3,4,26042.280927
595,596,3.0,1.0,3.0,19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0,3,3,25799.249368
596,597,1.0,3.0,2.0,45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2,3,3,30502.964507
597,598,4.0,4.0,2.0,37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11,1,3,23854.43869
598,599,1.0,3.0,2.0,20,No,Travel_Rarely,Research & Development,6,3,Medical,1,Male,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1,2,3,3,22383.256463
599,600,3.0,3.0,3.0,44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,Male,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,6,0,2,1,3,36530.058521
600,601,4.0,3.0,3.0,53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Male,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4,7,2,3,20755.904194
601,602,2.0,4.0,2.0,29,No,Travel_Rarely,Research & Development,23,3,Medical,1,Male,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,5,1,3,3,3,31067.183142
602,603,3.0,4.0,3.0,22,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,Male,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,0,0,2,4,34687.848951
603,604,3.0,1.0,3.0,46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,26,15,9,3,3,19885.580116
604,605,4.0,3.0,3.0,44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,Male,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,0,0,3,3,20773.136011
605,606,2.0,3.0,3.0,33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,5,1,4,1,3,28085.815383
606,607,1.0,1.0,1.0,41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,Male,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,1,0,0,4,3,24081.701698
607,608,3.0,1.0,3.0,30,No,Travel_Rarely,Sales,20,3,Marketing,1,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3,2,3,26270.448401
608,609,2.0,2.0,3.0,40,No,Travel_Frequently,Sales,9,3,Medical,1,Male,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,0,0,4,3,17552.84012
609,610,4.0,1.0,,50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,Female,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,2,2,3,4,24689.649256
610,611,4.0,1.0,3.0,28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Male,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,6,3,3,3,3,21117.135093
611,612,4.0,2.0,3.0,46,No,Travel_Rarely,Research & Development,8,4,Other,1,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3,3,4,25481.532599
612,613,3.0,1.0,3.0,35,No,Travel_Rarely,Sales,4,4,Marketing,1,Male,1,Laboratory Technician,Married,180410,3.0,Y,20,8,1,15.0,3,7,1,7,2,4,28060.397219
613,614,4.0,2.0,1.0,24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,Male,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,1,0,0,3,3,17821.562534
614,615,2.0,3.0,2.0,33,No,Travel_Frequently,Research & Development,9,2,Medical,1,Female,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,10,0,1,2,3,21299.502727
615,616,3.0,3.0,3.0,36,No,Travel_Rarely,Research & Development,9,2,Medical,1,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7,4,3,19942.547379
616,617,3.0,3.0,2.0,30,No,Travel_Rarely,Sales,29,3,Marketing,1,Male,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,10,8,9,3,3,19859.630355
617,618,4.0,4.0,3.0,44,No,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17,1,3,22456.12314
618,619,3.0,4.0,3.0,20,No,Travel_Rarely,Research & Development,18,4,Medical,1,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2,2,3,21015.520635
619,620,4.0,4.0,2.0,46,No,Travel_Rarely,Sales,9,1,Medical,1,Female,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,6,1,4,3,4,21351.244035
620,621,4.0,1.0,4.0,42,No,Non-Travel,Research & Development,5,4,Medical,1,Male,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,4,0,3,2,3,26382.621159
621,622,2.0,4.0,3.0,60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9,3,3,30036.844126
622,623,3.0,2.0,3.0,32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,Female,1,Sales Executive,Married,102660,1.0,Y,11,8,0,2.0,3,2,2,2,3,3,25039.285884
623,624,4.0,3.0,3.0,32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Female,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,8,0,7,3,3,29298.953245
624,625,3.0,1.0,3.0,36,No,Travel_Rarely,Sales,3,2,Marketing,1,Male,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,7,7,2,3,28162.631875
625,626,1.0,4.0,3.0,33,No,Travel_Rarely,Sales,26,2,Marketing,1,Male,1,Research Scientist,Married,42300,0.0,Y,12,8,0,15.0,0,14,4,10,3,3,15623.90178
626,627,2.0,2.0,4.0,40,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,5,1,3,1,3,26014.747664
627,628,3.0,4.0,3.0,25,No,Travel_Rarely,Research & Development,6,2,Medical,1,Female,1,Laboratory Technician,Single,27680,0.0,Y,22,8,1,5.0,0,4,1,1,3,4,13585.336633
628,629,4.0,2.0,3.0,30,No,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,11,5,7,2,3,22720.303138
629,630,1.0,1.0,3.0,42,No,Travel_Frequently,Human Resources,8,2,Medical,1,Male,1,Sales Executive,Married,106480,3.0,Y,13,8,1,20.0,1,1,0,0,3,3,32955.528634
630,631,3.0,4.0,2.0,35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,Male,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,13,4,12,2,4,33369.59041
631,632,1.0,1.0,2.0,27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,9,6,8,3,4,16414.768553
632,633,4.0,3.0,1.0,54,No,Travel_Frequently,Research & Development,9,2,Medical,1,Male,2,Sales Representative,Divorced,29830,7.0,Y,14,8,1,33.0,2,5,1,4,2,3,22074.326526
633,634,1.0,4.0,3.0,44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7,3,4,21089.680209
634,635,1.0,2.0,4.0,19,Yes,Non-Travel,Sales,2,2,Other,1,Male,3,Healthcare Representative,Single,98240,1.0,Y,18,8,0,1.0,2,1,0,0,3,3,29992.430893
635,636,1.0,4.0,3.0,29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Male,1,Manufacturing Director,Divorced,99500,1.0,Y,20,8,0,3.0,3,3,1,2,3,4,25956.829503
636,637,4.0,4.0,3.0,54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Male,2,Sales Executive,Married,20930,3.0,Y,19,8,0,36.0,2,10,0,9,3,3,26598.961763
637,638,3.0,1.0,2.0,31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,Male,2,Laboratory Technician,Married,99800,1.0,Y,12,8,0,6.0,1,6,0,1,3,3,30279.389646
638,639,3.0,1.0,3.0,31,No,Travel_Rarely,Sales,24,1,Marketing,1,Female,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,10,1,8,4,3,25297.047642
639,640,3.0,4.0,3.0,59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,Male,1,Research Scientist,Single,40510,5.0,Y,16,8,3,13.0,3,6,0,5,3,3,24988.463302
640,641,3.0,4.0,3.0,43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,3,Laboratory Technician,Married,168350,3.0,Y,17,8,1,25.0,3,8,0,7,3,3,22150.706782
641,642,1.0,3.0,4.0,49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,Male,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,1,0,0,2,3,23710.936314
642,643,3.0,2.0,2.0,36,No,Travel_Frequently,Sales,5,2,Marketing,1,Female,1,Laboratory Technician,Married,47170,1.0,Y,19,8,1,12.0,3,11,0,7,3,3,21382.520086
643,644,4.0,2.0,2.0,48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0,4,3,20964.622674
644,645,1.0,3.0,3.0,27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Male,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,5,0,3,3,3,27480.160624
645,646,3.0,4.0,3.0,29,No,Travel_Rarely,Sales,17,4,Medical,1,Male,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,6,1,0,3,3,30494.539495
646,647,4.0,4.0,4.0,48,No,Travel_Rarely,Sales,1,1,Marketing,1,Male,2,Manufacturing Director,Single,74060,6.0,Y,14,8,2,25.0,2,1,0,0,3,3,21679.793224
647,648,4.0,4.0,2.0,29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,2,Healthcare Representative,Divorced,48050,,Y,16,8,1,9.0,2,7,1,7,3,3,23805.676106
648,649,3.0,3.0,2.0,34,No,Travel_Rarely,Sales,9,4,Medical,1,Female,2,Laboratory Technician,Married,27410,0.0,Y,15,8,1,2.0,3,1,0,0,3,3,19400.376408
649,650,2.0,2.0,3.0,44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,22,3,10,3,3,11352.638377
650,651,4.0,3.0,3.0,33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Research Scientist,Divorced,161840,0.0,Y,13,8,1,10.0,2,9,0,8,4,3,32345.899884
651,652,2.0,4.0,3.0,19,No,Travel_Rarely,Sales,2,4,Marketing,1,Male,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,0,1,3,4,37292.667993
652,653,4.0,3.0,3.0,23,No,Travel_Rarely,Sales,2,3,Medical,1,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1,3,3,12465.444495
653,654,3.0,4.0,3.0,25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,1,1,0,3,3,32659.65271
654,655,3.0,4.0,2.0,26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2,3,3,30351.472351
655,656,1.0,2.0,3.0,45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,Male,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,24,1,11,3,3,34821.620006
656,657,4.0,2.0,3.0,55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0,4,4,33434.235789
657,658,1.0,3.0,1.0,21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2,3,3,25559.041331
658,659,4.0,2.0,3.0,46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8,1,3,23881.77246
659,660,3.0,1.0,3.0,34,No,Travel_Rarely,Sales,13,4,Medical,1,Male,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,3,0,2,2,3,31689.373688
660,661,4.0,2.0,2.0,51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,Male,2,Research Director,Divorced,105270,4.0,Y,14,8,0,31.0,3,29,11,10,3,3,37217.10884
661,662,4.0,4.0,2.0,59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,9,5,4,3,4,24123.001744
662,663,3.0,2.0,4.0,34,No,Travel_Frequently,Sales,14,4,Medical,1,Female,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,11,5,10,3,3,20127.937969
663,664,4.0,3.0,2.0,28,No,Travel_Frequently,Research & Development,2,3,Other,1,Female,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,4,0,2,3,3,35971.12487
664,665,3.0,1.0,2.0,44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Male,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,25,14,13,1,3,26670.068503
665,666,3.0,2.0,4.0,34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,Male,2,Sales Executive,Married,24000,4.0,Y,18,8,1,14.0,3,10,1,8,3,3,26661.35221
666,667,3.0,3.0,3.0,35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2,3,3,36518.32581
667,668,2.0,2.0,3.0,42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,1,Manager,Married,64470,6.0,Y,13,8,0,18.0,3,1,0,0,3,3,15832.413144
668,669,4.0,4.0,4.0,43,No,Travel_Rarely,Research & Development,7,2,Medical,1,Female,1,Laboratory Technician,Single,195020,3.0,Y,18,8,2,23.0,3,21,15,17,4,3,21981.75733
669,670,3.0,2.0,3.0,36,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12,2,4,36872.536967
670,671,1.0,4.0,3.0,44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,2,Laboratory Technician,Married,62720,1.0,Y,19,8,1,10.0,3,10,0,5,3,3,21478.275713
671,672,4.0,4.0,3.0,28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Female,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,2,2,3,3,32603.447409
672,673,2.0,3.0,2.0,51,No,Travel_Frequently,Sales,21,4,Medical,1,Male,2,Research Scientist,Single,182000,0.0,Y,17,8,0,8.0,3,7,7,7,3,3,21861.429309
673,674,3.0,3.0,3.0,30,No,Non-Travel,Research & Development,2,4,Other,1,Male,1,Research Scientist,Single,20960,7.0,Y,11,8,3,10.0,2,8,1,7,3,3,16031.339631
674,675,2.0,3.0,3.0,29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Female,1,Sales Representative,Divorced,28860,3.0,Y,13,8,0,10.0,4,7,7,7,3,3,28125.774568
675,676,4.0,1.0,2.0,28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,Sales Representative,Single,20330,2.0,Y,15,8,1,5.0,5,3,1,2,3,3,22841.840687
676,677,4.0,2.0,2.0,25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,2,2,1,3,4,27929.877312
677,678,3.0,4.0,4.0,32,No,Travel_Rarely,Research & Development,10,4,Other,1,Female,1,Sales Executive,Married,42330,1.0,Y,11,8,0,10.0,5,10,0,8,3,3,17174.857643
678,679,,2.0,3.0,45,No,Travel_Frequently,Research & Development,19,3,Medical,1,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0,3,3,21947.401113
679,680,3.0,2.0,3.0,39,No,Travel_Rarely,Sales,29,1,Marketing,1,Female,1,Laboratory Technician,Divorced,54600,6.0,Y,13,8,2,21.0,3,19,15,2,3,3,27522.125036
680,681,1.0,3.0,3.0,58,No,Travel_Rarely,Research & Development,27,3,Other,1,Male,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,2,2,1,3,21614.963059
681,682,4.0,3.0,3.0,32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Female,1,Sales Executive,Married,96020,1.0,Y,13,8,1,10.0,3,10,1,1,3,3,21210.245766
682,683,3.0,1.0,3.0,39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,2,Laboratory Technician,Single,28360,0.0,Y,20,8,0,6.0,3,5,0,3,2,4,23508.868208
683,684,1.0,4.0,3.0,30,No,Travel_Rarely,Sales,9,1,Marketing,1,Male,4,Research Director,Married,40890,0.0,Y,18,8,0,10.0,2,9,6,7,4,3,21009.829137
684,685,4.0,3.0,3.0,36,No,Travel_Rarely,Sales,1,3,Marketing,1,Male,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,1,7,2,3,22988.727716
685,686,4.0,1.0,4.0,46,No,Travel_Rarely,Sales,4,3,Medical,1,Male,1,Research Scientist,Single,26190,6.0,Y,12,8,1,10.0,3,7,5,7,2,3,25623.512103
686,687,3.0,4.0,3.0,28,No,Non-Travel,Research & Development,1,3,Medical,1,Male,5,Sales Executive,Married,56790,0.0,Y,13,8,0,10.0,2,9,7,5,2,3,24598.844045
687,688,4.0,1.0,3.0,50,No,Travel_Rarely,Research & Development,20,2,Medical,1,Female,5,Laboratory Technician,Married,154020,4.0,Y,21,8,0,25.0,3,3,1,2,2,4,36820.266162
688,689,4.0,2.0,3.0,40,Yes,Travel_Rarely,Sales,8,1,Other,1,Male,1,Laboratory Technician,Single,59850,2.0,Y,13,8,3,9.0,1,5,1,0,2,3,33129.839276
689,690,2.0,2.0,2.0,52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Laboratory Technician,Single,25790,9.0,Y,19,8,1,10.0,1,8,7,7,3,3,34715.429708
690,691,2.0,1.0,3.0,30,No,Travel_Rarely,Research & Development,6,4,Medical,1,Female,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,9,0,8,2,3,36106.726669
691,692,1.0,3.0,3.0,39,No,Travel_Rarely,Research & Development,26,1,Medical,1,Male,2,Healthcare Representative,Single,34470,0.0,Y,14,8,0,9.0,5,8,1,7,3,3,20175.139931
692,693,4.0,3.0,2.0,31,No,Non-Travel,Research & Development,1,2,Medical,1,Male,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,10,9,6,2,3,32916.960395
693,694,3.0,2.0,3.0,41,No,Non-Travel,Sales,6,3,Life Sciences,1,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9,3,3,27748.089924
694,695,4.0,2.0,4.0,31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,1,Sales Executive,Single,71040,1.0,Y,14,8,1,3.0,3,3,2,2,3,3,32227.357762
695,696,1.0,1.0,4.0,44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,Male,1,Laboratory Technician,Married,63220,4.0,Y,11,8,1,10.0,2,3,1,2,3,3,21293.848478
